Address,Alcohol,Ambience,Area,Best Nights,Bike Parking,Good For Dancing,Good for Groups,Happy Hour,Has Pool Table,Has TV,Music,Name,Noise Level,Outdoor Seating,Parking,Price_Level,Price_Range,Rating,Reviews,Smoking,Takes Reservations,Waiter Service,Waiter_Service,Wi-Fi,index
"3329 Fort Blvd El Paso, TX 79930",Beer & Wine Only,Casual,"Southwest, Capitol Hill",,Yes,No,Yes,Yes,No,Yes,,Border Burger Bar,,No,,$,Under 10,4.0,59,,No,,Yes,Free,0.0
"5860 N Mesa St El Paso, TX 79912",Full Bar,Classy,"Southwest, Capitol Hill","Thu, Fri, Sat",No,No,Yes,Yes,,Yes,,Cafe Grille,Average,Yes,"Valet, Private Lot",$$,11-30,3.5,60,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"9615 Montana Ave El Paso, TX 79925",Beer & Wine Only,Casual,"Southwest, Capitol Hill","Fri, Sat, Sun",Yes,No,Yes,Yes,Yes,Yes,,Clasico Kitchen Bar,Average,Yes,Private Lot,$$,11-30,4.0,51,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"675 15th St NW Washington, DC 20005",Full Bar,Classy,"Southwest, Capitol Hill","Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Old Ebbitt Grill,Average,No,"Valet, Street",$$,11-30,4.0,5333,No,Yes,,Yes,No,0.0
"1234 H St NE Washington, DC 20002",Full Bar,Hipster,H Street Corridor/Atlas District/Near Northeast,"Thu, Fri, Sat",Yes,No,No,Yes,No,No,,Toki Underground,Loud,No,Street,$$,11-30,4.0,1697,No,Yes,,Yes,No,0.0
"2459 18th St NW Washington, DC 20009",Full Bar,Casual,Adams Morgan,"Wed, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Live,Tryst,Loud,Yes,"Street, Validated",$$,11-30,4.0,1274,No,No,,Yes,Free,0.0
"1337 14th St NW Fl 2 Washington, DC 20005",Full Bar,Trendy,Logan Circle,"Thu, Fri, Sat",Yes,No,Yes,No,No,Yes,Background,ChurchKey,Loud,No,Street,$$,11-30,4.0,1210,No,No,,Yes,No,0.0
"901 New York Ave NW Washington, DC 20001",Full Bar,Classy,Logan Circle,"Mon, Tue, Wed",Yes,No,Yes,Yes,No,Yes,,Acadiana,Average,Yes,"Valet, Street",$$$,31-60,4.0,1137,No,Yes,,Yes,Free,0.0
"1320 14th St NW Washington, DC 20005",Full Bar,Casual,Logan Circle,Sat,Yes,No,Yes,Yes,No,Yes,Background,The Pig,Average,Yes,Street,$$,11-30,4.0,1179,No,Yes,,Yes,Free,0.0
"901 I St NW Washington, DC 20001",Full Bar,"Casual, Trendy",Logan Circle,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,City Tap House,Average,No,"Garage, Street",$$,11-30,4.0,1081,No,Yes,,Yes,Free,0.0
"775 G St NW Washington, DC 20001",Full Bar,Trendy,Logan Circle,"Thu, Fri, Sat",Yes,No,Yes,Yes,,No,Background,Proof Restaurant,Average,Yes,Street,$$$,31-60,4.0,851,No,Yes,,Yes,No,0.0
"2009 14th St NW Washington, DC 20009",Full Bar,Intimate,U Street Corridor,"Thu, Fri, Sat",Yes,No,No,No,No,No,Background,The Gibson,Average,Yes,Street,$$$,Pricey,4.0,822,No,Yes,,,No,0.0
"444 7th St NW Washington, DC 20004",Full Bar,Trendy,Penn Quarter,"Fri, Sat",Yes,No,Yes,Yes,No,Yes,,SEI,Average,No,"Valet, Street",$$$,31-60,4.0,726,No,Yes,,Yes,,0.0
"3236 M St NW Washington, DC 20007",Full Bar,Casual,Georgetown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Clydeâ€™s of Georgetown,Average,No,"Garage, Street",$$,11-30,4.0,743,No,Yes,,Yes,Free,0.0
"801 Pennsylvania Ave NW Washington, DC 20004",Full Bar,"Casual, Trendy",Penn Quarter,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,b DC Penn Quarter,Average,No,Street,$$,11-30,4.0,769,No,No,,Yes,Free,0.0
"505 H St NW Washington, DC 20001",,Casual,Chinatown,,Yes,No,Yes,Yes,No,No,,Momiji,Average,,Street,$$,11-30,4.0,679,No,,,,No,0.0
"1827 Jefferson Pl NW Washington, DC 20036",Full Bar,Casual,Dupont Circle,"Tue, Wed, Fri",Yes,No,Yes,Yes,No,Yes,Background,St. Arnoldâ€™s,Average,No,Street,$$,11-30,4.0,605,No,Yes,,Yes,Free,0.0
"3050 K St NW Ste 101 Washington, DC 20007",Full Bar,"Romantic, Classy, Upscale",Dupont Circle,"Wed, Sat, Sun",Yes,No,Yes,Yes,No,No,,Fiola Mare,Average,Yes,Valet,$$$,31-60,4.0,698,No,Yes,,Yes,No,0.0
"1513 17th St NW Washington, DC 20036",Full Bar,Casual,Dupont Circle,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Dukeâ€™s Grocery,Average,Yes,Street,$$,11-30,4.0,638,No,Yes,,Yes,Free,0.0
"453 K St NW Washington, DC 20001",Full Bar,"Casual, Trendy",Dupont Circle,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,No,Background,Mandu,Average,Yes,Street,$$,11-30,4.0,570,Outdoor Area / Patio Only,Yes,,Yes,No,0.0
"2036 G St NW Washington, DC 20052",Full Bar,Casual,Foggy Bottom,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Tonic,Average,Yes,"Garage, Street",$$,11-30,3.0,590,No,Yes,,Yes,Free,0.0
"1345 Connecticut Ave NW Washington, DC 20036",Full Bar,Divey,Dupont Circle,"Tue, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Juke Box,The Big Hunt,Loud,Yes,Street,$,Inexpensive,3.5,508,Outdoor Area / Patio Only,No,,,No,0.0
"1501 9th St NW Washington, DC 20001",Full Bar,"Hipster, Trendy",Shaw,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,Background,Chaplinâ€™s,Average,Yes,"Valet, Garage, Street, Private Lot",$$,11-30,4.0,537,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"1218 Wisconsin Ave NW Washington, DC 20007",Full Bar,,Georgetown,"Fri, Sat, Sun",No,No,Yes,Yes,No,Yes,,El Centro,Loud,Yes,Street,$$,11-30,3.5,600,No,Yes,,Yes,No,0.0
"1800 Connecticut Ave NW Washington, DC 20009",Full Bar,,Georgetown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,DJ,Russia House Restaurant & Lounge,Average,No,Street,$$$,31-60,4.0,514,No,Yes,,Yes,No,0.0
"1355 H St NE Washington, DC 20002",Full Bar,Casual,Georgetown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Biergarten Haus,Loud,Yes,"Valet, Street",$$,11-30,3.5,485,Yes,Yes,,Yes,No,0.0
"3718 14th St NW Washington, DC 20010",Full Bar,Divey,Georgetown,"Mon, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Red Derby,Average,Yes,Street,$,Under 10,4.0,473,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"1101 4th St SW Washington, DC 20024",Full Bar,Trendy,Georgetown,"Mon, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Station 4,Average,Yes,Street,$$,11-30,3.0,523,No,Yes,,Yes,Free,0.0
"1610 14th St NW Washington, DC 20009",Full Bar,Trendy,Logan Circle,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Ghibellina,Average,Yes,"Valet, Street",$$,11-30,4.0,484,No,Yes,,Yes,Free,0.0
"613 Pennsylvania Ave SE Washington, DC 20003",Full Bar,"Hipster, Trendy",Capitol Hill,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Barrel,Average,Yes,Street,$$,11-30,4.5,470,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"1330 U St NW Washington, DC 20009",Full Bar,Trendy,U Street Corridor,"Thu, Fri, Sat",No,No,Yes,Yes,No,Yes,Background,The Fainting Goat,Average,No,Street,$$,11-30,4.0,431,No,Yes,,Yes,Free,0.0
"3234 11th St NW Washington, DC 20010",Full Bar,,Columbia Heights,"Fri, Sat, Sun",Yes,No,No,Yes,,No,Background,Room 11,Average,Yes,Street,$$,11-30,4.0,409,Outdoor Area / Patio Only,No,,Yes,No,0.0
"1539 7th St NW Washington, DC 20001",Full Bar,Hipster,Shaw,"Wed, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,The Passenger,Loud,No,Street,$$,11-30,4.0,365,No,No,,Yes,No,0.0
"520 N Capitol St NW Washington, DC 20001",Full Bar,Casual,Shaw,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Live,The Dubliner,Average,Yes,Street,$$,11-30,3.5,422,Outdoor Area / Patio Only,Yes,,Yes,No,0.0
"714 7th St NW Washington, DC 20001",Full Bar,Casual,Shaw,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Juke Box,Rocket Bar,Loud,No,Street,$$,Moderate,3.0,344,No,No,,,No,0.0
"331 Pennsylvania Ave SE Washington, DC 20003",Full Bar,Divey,Capitol Hill,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Juke Box,Tune Inn,Average,Yes,Street,$,Under 10,3.5,380,Outdoor Area / Patio Only,No,,Yes,No,0.0
"2321 18th St NW Washington, DC 20009",Full Bar,,Adams Morgan,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,DJ,Bourbon,Loud,Yes,"Garage, Street",$$,11-30,3.5,332,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"3433 Connecticut Ave NW Washington, DC 20008",Full Bar,Casual,Cleveland Park,"Mon, Tue, Fri",Yes,No,Yes,Yes,No,Yes,Background,St. Arnoldâ€™s Mussel Bar,Loud,Yes,Street,$$,11-30,4.0,348,No,Yes,,Yes,Free,0.0
"1333 14th St NW Washington, DC 20005",Full Bar,"Hipster, Casual",Logan Circle,"Tue, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Slipstream,Average,No,Street,$$,Moderate,4.0,347,No,No,,,Free,0.0
"116 Rhode Island Ave NW Washington, DC 20001",Full Bar,"Hipster, Casual",Bloomingdale,"Wed, Thu, Fri",Yes,No,Yes,Yes,No,Yes,Background,Boundary Stone,Average,Yes,Street,$$,11-30,4.0,355,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"917 V St NW Washington, DC 20001",Full Bar,Hipster,Bloomingdale,"Wed, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,American Ice Company,Loud,Yes,Street,$$,11-30,3.5,333,Outdoor Area / Patio Only,No,,Yes,No,0.0
"1110 H St NE Washington, DC 20002",Full Bar,"Hipster, Trendy",H Street Corridor/Atlas District/Near Northeast,"Fri, Sat, Sun",Yes,No,No,No,No,No,,Copycat Co,Average,Yes,Street,$$,11-30,4.5,325,Outdoor Area / Patio Only,No,,No,Free,0.0
"709 D St NW Washington, DC 20004",Full Bar,Trendy,Penn Quarter,"Thu, Fri, Sat",Yes,No,Yes,Yes,,Yes,Background,The Partisan,Average,Yes,Street,$$,11-30,4.0,328,No,Yes,,Yes,Free,0.0
"500 Commonwealth Ave Boston, MA 02215",Full Bar,Trendy,Penn Quarter,,Yes,,Yes,,,No,,Island Creek Oyster Bar,Average,No,Street,$$$,31-60,4.5,2110,,Yes,,Yes,No,0.0
"541 Tremont St Boston, MA 02116",Full Bar,Trendy,South End,"Thu, Fri, Sat",Yes,No,Yes,No,,Yes,Live,The Beehive,Loud,Yes,"Valet, Garage, Street",$$,11-30,3.5,1810,No,Yes,,Yes,No,0.0
"800 Boylston St Ste 52 Boston, MA 02199",Full Bar,"Classy, Upscale",Back Bay,,Yes,No,Yes,No,,Yes,Live,Top of the Hub,Average,No,Garage,$$$,31-60,3.5,1756,No,Yes,,Yes,Free,0.0
"1704 Washington St Boston, MA 02118",Full Bar,Trendy,South End,,Yes,,Yes,,,No,,Toro,Loud,Yes,"Valet, Street",$$$,31-60,4.0,1711,,No,,Yes,Free,0.0
"560 Harrison Ave Boston, MA 02118",Full Bar,,South End,,Yes,,Yes,,,Yes,,Gaslight Brasserie,Average,Yes,"Street, Private Lot",$$,11-30,4.0,1627,,Yes,,Yes,Free,0.0
"528 Commonwealth Ave Boston, MA 02215",Full Bar,Classy,South End,"Thu, Fri, Sat",Yes,No,Yes,No,No,No,Background,Eastern Standard Kitchen and Drinks,Average,Yes,"Valet, Street",$$$,31-60,4.0,1573,No,Yes,,Yes,No,0.0
"348 Congress St Boston, MA 02228",Full Bar,Trendy,"South Boston, Waterfront","Thu, Fri, Sat",Yes,No,No,No,No,No,Background,Drink,Average,No,Street,$$$,31-60,4.0,1349,No,No,,Yes,No,0.0
"361 Boylston St Boston, MA 02116",Full Bar,Casual,Back Bay,,Yes,,Yes,,,Yes,,The Parish Cafe,Average,Yes,Street,$$,11-30,4.0,1195,,No,,Yes,Free,0.0
"271 Dartmouth St Boston, MA 02116",Full Bar,Trendy,Back Bay,"Thu, Fri, Sat",Yes,No,Yes,No,No,No,Background,Lolita Cocina & Tequila Bar,Loud,No,Street,$$,11-30,4.0,1304,No,Yes,,Yes,No,0.0
"130 Dartmouth St Boston, MA 02116",Full Bar,Casual,Back Bay,,Yes,,Yes,,,No,,The Salty Pig,Average,Yes,Street,$$,11-30,4.0,1126,,Yes,,Yes,No,0.0
"907 Boylston St Boston, MA 02115",Full Bar,Casual,Back Bay,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Juke Box,The Pour House,Loud,No,Street,$,Under 10,3.5,976,No,No,,Yes,No,0.0
"33 Union St Boston, MA 02108",Beer & Wine Only,Casual,Back Bay,"Thu, Fri, Sat",Yes,No,No,No,No,No,,Saus,Average,No,"Street, Validated",$,Under 10,4.0,992,No,No,,No,Free,0.0
"327 Newbury St Boston, MA 02115",Full Bar,Trendy,Back Bay,"Thu, Fri, Sat",Yes,No,Yes,No,,Yes,Background,Sonsie,Average,No,"Valet, Street",$$,11-30,3.5,979,No,Yes,,Yes,Free,0.0
"270 Northern Ave Boston, MA 02210",Full Bar,Trendy,"South Boston, Waterfront","Thu, Fri, Sat",Yes,No,Yes,No,,Yes,Background,Legal Harborside,Average,Yes,"Valet, Garage, Street, Validated",$$$,31-60,3.5,935,No,No,,Yes,No,0.0
"69 Bromfield St Boston, MA 02108",Full Bar,Casual,Downtown,"Thu, Fri, Sat",Yes,No,Yes,No,No,Yes,Background,Silvertone,Loud,No,Street,$$,11-30,4.0,756,No,No,,Yes,No,0.0
"223 Columbus Ave Boston, MA 02116",Full Bar,"Classy, Upscale",Back Bay,"Fri, Sat, Sun",No,No,Yes,No,No,Yes,Background,Mistral,Average,No,"Valet, Street",$$$$,Above 61,4.0,817,No,Yes,,Yes,Free,0.0
"383 Congress St Boston, MA 02210",Beer & Wine Only,Trendy,"South Boston, Waterfront",,Yes,,Yes,,,No,,Row 34,Average,Yes,Garage,$$$,31-60,4.5,838,,Yes,,Yes,Free,0.0
"569 Tremont St Boston, MA 02118",Full Bar,,South End,"Thu, Fri, Sat",No,No,Yes,No,No,No,Background,Aquitaine,Average,No,"Valet, Street",$$$,31-60,4.0,756,No,Yes,,Yes,Free,0.0
"1525 Washington St Boston, MA 02118",Full Bar,Trendy,South End,,Yes,No,Yes,No,,Yes,,Stella,Average,Yes,Street,$$$,31-60,4.0,703,,Yes,,Yes,No,0.0
"1395 Washington St Boston, MA 02118",Full Bar,Trendy,South End,,Yes,No,Yes,,No,Yes,Background,The Gallows,Average,No,"Valet, Street",$$,11-30,4.0,700,,Yes,,Yes,Free,0.0
"61 Brookline Ave Boston, MA 02215",Full Bar,Casual,Fenway,"Thu, Fri, Sat",Yes,No,Yes,No,,Yes,"Juke Box, Music Videos",Boston Beer Works,Average,No,Street,$$,11-30,3.5,616,No,Yes,,Yes,No,0.0
"253 Shawmut Ave Boston, MA 02118",Beer & Wine Only,,South End,"Thu, Fri, Sat",Yes,No,No,No,,No,,Coppa,Average,Yes,Street,$$$,31-60,4.0,667,No,Yes,,Yes,Free,0.0
"50 Dalton St Boston, MA 02115",Beer & Wine Only,Divey,Back Bay,"Thu, Fri, Sat",No,No,Yes,No,No,Yes,Background,Bukowski Tavern,Average,No,Street,$$,11-30,3.5,623,No,No,,Yes,No,0.0
"131 State St Boston, MA 02109",Full Bar,,Financial District,"Thu, Fri, Sat",No,No,Yes,No,No,Yes,Live,Bostonia Public House,Average,Yes,"Garage, Street",$$,11-30,4.0,665,No,Yes,,Yes,Free,0.0
"21 Temple Pl Boston, MA 02111",Full Bar,Casual,Downtown,"Thu, Fri, Sat",Yes,No,Yes,No,No,Yes,Background,Jm Curley,Loud,No,"Street, Validated",$$,11-30,4.0,612,No,No,,Yes,No,0.0
"9A Tyler St Boston, MA 02111",Full Bar,"Hipster, Trendy",Chinatown,,Yes,,Yes,,,Yes,,Shojo,Loud,No,Street,$$,11-30,4.0,555,,Yes,,Yes,No,0.0
"45 Union St Boston, MA 02108",Full Bar,Casual,Chinatown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,The Bell In Hand,Average,No,Street,$$,Moderate,3.0,592,No,No,,,Free,0.0
"355 Congress St Boston, MA 02210",Full Bar,Casual,"South Boston, Waterfront","Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,Live,Luckyâ€™s Lounge,Average,No,Street,$$,11-30,3.5,551,No,Yes,,Yes,Free,0.0
"329 Columbus Ave Boston, MA 02116",Full Bar,Casual,Back Bay,"Thu, Fri, Sat",Yes,No,Yes,No,No,Yes,,Coda,Average,No,"Garage, Street, Validated",$$,11-30,4.0,532,No,No,,Yes,Free,0.0
"525 Tremont St Boston, MA 02116",Full Bar,Trendy,South End,"Thu, Fri, Sat",Yes,No,Yes,No,,No,Background,Barcelona Wine Bar South End,Average,Yes,Street,$$,11-30,4.5,594,No,Yes,,Yes,No,0.0
"278 Shawmut Ave Boston, MA 02118",Full Bar,Intimate,South End,"Wed, Fri, Sat",Yes,No,No,No,No,No,Background,Franklin CafÃ©,Average,No,Street,$$,11-30,4.0,482,No,No,,Yes,No,0.0
"138 Cambridge St Boston, MA 02114",Full Bar,"Casual, Trendy",Beacon Hill,"Thu, Fri, Sat",Yes,No,Yes,No,No,Yes,Background,The Tip Tap Room,Average,No,Street,$$,11-30,4.0,510,No,Yes,,Yes,Free,0.0
"916 Commonwealth Ave Boston, MA 02215",Full Bar,Casual,Allston/Brighton,"Thu, Fri, Sat",Yes,No,Yes,No,No,Yes,Background,Sunset Cantina,Loud,Yes,Street,$$,11-30,3.5,513,No,No,,Yes,No,0.0
"21 Beacon St Boston, MA 02108",Full Bar,Casual,"Downtown, Beacon Hill",,No,,Yes,,,Yes,,Scollay Square,Average,Yes,Street,$$,11-30,4.0,480,,Yes,,Yes,No,0.0
"48 Temple Pl Boston, MA 02111",Full Bar,,Downtown,"Thu, Fri, Sat",Yes,No,Yes,No,No,Yes,Background,Stoddardâ€™s Fine Food & Ale,Loud,No,"Garage, Street, Validated",$$,11-30,3.5,492,No,Yes,,Yes,No,0.0
"476 Commonwealth Ave Boston, MA 02115",Beer & Wine Only,Hipster,Downtown,"Thu, Fri, Sat",Yes,No,Yes,No,No,Yes,Background,The Lower Depths,Loud,Yes,Street,$$,11-30,3.5,448,No,No,,Yes,No,0.0
"604 Columbus Ave Boston, MA 02118",Full Bar,Trendy,Downtown,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,Live,Darrylâ€™s Corner Bar & Kitchen,Loud,No,"Garage, Street, Private Lot",$$,11-30,3.5,524,No,No,,Yes,Free,0.0
"160 State St Boston, MA 02109",Full Bar,Casual,Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Live,The Black Rose,Average,No,Street,$$,11-30,3.5,469,No,Yes,,Yes,No,0.0
"62 Brookline Ave Boston, MA 02215",Full Bar,Casual,Fenway,"Fri, Sat, Sun",Yes,No,Yes,No,No,Yes,,Caskâ€™n Flagon,Loud,Yes,Street,$$,11-30,3.5,454,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"425 W Broadway Boston, MA 02127",Full Bar,Casual,South Boston,,Yes,,Yes,,,Yes,,Lincoln Tavern and Restaurant,Loud,No,Street,$$,11-30,4.0,486,,Yes,,Yes,Free,0.0
"2200 W Lafayette Blvd Detroit, MI 48216",Full Bar,"Hipster, Casual",South Boston,"Tue, Wed, Thu",Yes,No,Yes,Yes,No,Yes,Background,Green Dot Stables,Average,Yes,Private Lot,$,Under 10,4.0,1360,No,No,,Yes,No,0.0
"1128 Washington Blvd Detroit, MI 48226",Full Bar,Upscale,Downtown Detroit,,No,,Yes,,,No,,Roast,Average,No,Valet,$$$,31-60,4.0,791,,Yes,,Yes,No,0.0
"175 W Troy St Ferndale, MI 48220",Full Bar,Casual,Downtown Ferndale,"Thu, Fri, Sat",Yes,No,Yes,Yes,,Yes,Background,One-Eyed Bettyâ€™s,Loud,No,Street,$$,11-30,4.0,826,No,No,,Yes,Free,0.0
"719 Griswold St Ste 180 Detroit, MI 48226",Full Bar,Trendy,Downtown Detroit,"Fri, Sat, Sun",Yes,No,Yes,No,No,No,Background,Dime Store,Average,No,"Garage, Street, Validated",$$,11-30,4.5,674,No,No,,Yes,Free,0.0
"3921 2nd Ave Detroit, MI 48201",Full Bar,Trendy,"Midtown, Cass Corridor",,Yes,,Yes,,,No,,Selden Standard,Average,Yes,Street,$$,11-30,4.5,628,,Yes,,Yes,No,0.0
"1300 Porter St Detroit, MI 48226",Full Bar,Casual,Corktown,"Mon, Tue, Fri",Yes,No,Yes,Yes,,No,,Mudgieâ€™s Deli,Average,No,"Street, Private Lot",$$,11-30,4.5,599,No,No,,Yes,Free,0.0
"2163 Michigan Ave Detroit, MI 48216",Full Bar,Casual,Corktown,,Yes,,Yes,,,Yes,,Mercury Burger Bar,Average,Yes,Street,$$,11-30,4.0,559,,No,,Yes,Free,0.0
"1500 Woodward Ave Detroit, MI 48226",Full Bar,Classy,Downtown Detroit,,No,,Yes,,,No,,Wright & Company,Loud,No,Street,$$,11-30,4.5,551,,No,,Yes,Free,0.0
"1331 Broadway St Detroit, MI 48226",Full Bar,"Hipster, Trendy",Downtown Detroit,,Yes,,Yes,,,Yes,,Punch Bowl Social Detroit,Average,No,"Garage, Street",$$,11-30,3.0,538,,Yes,,Yes,Free,0.0
"4265 Woodward Ave Detroit, MI 48201",Full Bar,Casual,Midtown,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,HopCat,Loud,Yes,Street,$$,11-30,4.0,456,No,No,,Yes,Free,0.0
"500 Woodward Ave Detroit, MI 48226",Full Bar,Trendy,Downtown Detroit,,Yes,,Yes,,,Yes,,Townhouse,Average,Yes,Garage,$$,11-30,3.0,451,,Yes,,Yes,Free,0.0
"241 W Nine Mile Ferndale, MI 48220",Full Bar,"Hipster, Trendy",Downtown Ferndale,"Thu, Fri, Sat",Yes,No,Yes,No,No,No,Background,Public House,Average,No,Street,$$,11-30,4.0,408,No,No,,Yes,No,0.0
"470 W Canfield St Detroit, MI 48201",Beer & Wine Only,Hipster,"Midtown, Cass Corridor",,Yes,,Yes,,,Yes,,Motor City Brewing Works,Average,Yes,Private Lot,$$,11-30,4.0,388,,No,,Yes,Free,0.0
"2030 Park Ave Detroit, MI 48226",Full Bar,Classy,Downtown Detroit,"Thu, Fri, Sat",No,No,Yes,Yes,No,No,Live,Cliff Bellâ€™s,Loud,No,"Valet, Street",$$,11-30,3.5,425,No,Yes,,Yes,Free,0.0
"612 Woodward Ave Detroit, MI 48226",Full Bar,,Downtown Detroit,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Grand Trunk Pub,Average,Yes,Street,$$,11-30,3.5,416,No,Yes,,Yes,Free,0.0
"2130 Michigan Ave Detroit, MI 48216",Full Bar,Trendy,Downtown Detroit,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,The Sugar House,Average,No,"Street, Private Lot",$$,Moderate,4.0,363,No,No,,,Free,0.0
"1400 Michigan Ave Detroit, MI 48216",Full Bar,Casual,Corktown,,Yes,,Yes,,,Yes,,Ottava Via,Average,Yes,Street,$$,11-30,4.0,372,,Yes,,Yes,Free,0.0
"1942 Grand River Ave Detroit, MI 48226",Full Bar,Trendy,Downtown Detroit,,Yes,,Yes,,,Yes,,Republic,Average,No,Street,$$$,31-60,4.0,331,,Yes,,Yes,Free,0.0
"400 E Congress St Detroit, MI 48226",Full Bar,Casual,"Downtown Detroit, Bricktown","Tue, Wed, Sun",Yes,No,Yes,Yes,No,Yes,Juke Box,Sweetwater Tavern,Average,No,Street,$$,11-30,3.5,353,No,No,,Yes,No,0.0
"1529 Broadway Detroit, MI 48226",Full Bar,Casual,Downtown Detroit,,Yes,,Yes,,,Yes,,Detroit Beer Company,Average,Yes,Street,$$,11-30,3.5,323,,No,,Yes,Free,0.0
"2100 Michigan Ave Detroit, MI 48216",Full Bar,"Hipster, Trendy",Downtown Detroit,,Yes,,Yes,,,No,,Gold Cash Gold,Average,Yes,Street,$$,11-30,3.5,335,,Yes,,Yes,No,0.0
"3409 Bagley St Detroit, MI 48216",Full Bar,Casual,"Mexicantown, Southwest Detroit",,No,,Yes,,,Yes,,Xochimilco Restaurant,Average,No,Private Lot,$,Under 10,3.0,302,,No,,Yes,No,0.0
"3965 Woodward Ave Detroit, MI 48201",Full Bar,"Hipster, Casual, Trendy",Midtown,,Yes,No,Yes,No,,No,Background,Great Lakes Coffee Roasting Company,Quiet,Yes,"Garage, Street",$$,Moderate,4.0,288,Outdoor Area / Patio Only,No,,,Free,0.0
"441 W Canfield Ste 9 Detroit, MI 48201",Full Bar,Casual,"Midtown, Cass Corridor",,Yes,,Yes,,,Yes,,Jolly Pumpkin Pizzeria and Brewery,Loud,Yes,Street,$$,11-30,4.0,298,,No,,No,Free,0.0
"15 E Kirby St Ste D Detroit, MI 48202",Full Bar,"Casual, Trendy","Midtown, Wayne State","Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Chartreuse,Average,No,"Garage, Street, Validated",$$,11-30,4.5,339,No,Yes,,Yes,Free,0.0
"488 Selden St Detroit, MI 48201",Full Bar,"Divey, Casual","Midtown, Cass Corridor","Fri, Sat, Sun",Yes,No,Yes,Yes,Yes,Yes,Juke Box,Honest Johnâ€™s Bar & Grill,Average,Yes,"Street, Private Lot",$,Under 10,4.0,279,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"4145 Woodward Ave Detroit, MI 48201",Full Bar,Casual,Midtown,,Yes,,Yes,,,Yes,,Union Street,Average,Yes,"Street, Private Lot",$$,11-30,3.5,268,,Yes,,Yes,Free,0.0
"1800 Michigan Ave Detroit, MI 48216",Full Bar,"Hipster, Casual",Corktown,,Yes,,Yes,,,Yes,,Bobcat Bonnieâ€™s,Average,No,Street,$$,11-30,4.0,285,,No,,Yes,Free,0.0
"1565 Broadway St Detroit, MI 48226",Full Bar,,Downtown Detroit,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Angelina Italian Bistro,Average,Yes,"Valet, Street",$$,11-30,4.0,264,No,Yes,,Yes,Free,0.0
"201 W 9 Mile Rd Ferndale, MI 48220",Full Bar,Classy,Downtown Ferndale,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,The Oakland,Average,No,Street,$$,11-30,4.5,234,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"19345 Livernois Ave Detroit, MI 48221",Full Bar,Casual,Bagley,,Yes,,Yes,,,Yes,,Kuzzos Chicken & Waffles,Average,No,Street,$$,11-30,4.0,275,,No,,Yes,Free,0.0
