Address,Alcohol,Ambience,Area,Best Nights,Bike Parking,Good For Dancing,Good for Groups,Happy Hour,Has Pool Table,Has TV,Music,Name,Noise Level,Outdoor Seating,Parking,Price_Level,Price_Range,Rating,Reviews,Smoking,Takes Reservations,Waiter Service,Waiter_Service,Wi-Fi,index
"1032 Light St Baltimore, MD 21230",Full Bar,Casual,Federal Hill,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Blue Agave Restaurante y Tequileria,Loud,No,"Garage, Street",$$,11-30,3.5,297,No,Yes,,Yes,Free,0.0
"2127 E Pratt St Baltimore, MD 21231",Full Bar,Trendy,Upper Fells Point,"Tue, Wed, Thu",No,No,Yes,Yes,No,Yes,Background,Salt Tavern,Average,No,Street,$$$,31-60,4.0,268,No,Yes,,Yes,No,0.0
"1 E Chase St Baltimore, MD 21202",Full Bar,Casual,Midtown Belvedere,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,The Owl Bar,Average,No,"Garage, Street",$$,11-30,3.5,266,No,Yes,,Yes,Free,0.0
"313 N Charles St Baltimore, MD 21201",Full Bar,Casual,Downtown,,No,,Yes,,,Yes,,Maisy’s,Average,No,Street,$$,11-30,4.0,273,,Yes,,Yes,No,0.0
"1711 N Charles St Baltimore, MD 21201",Full Bar,Trendy,Charles North,,Yes,,Yes,,,No,,Tapas Teatro,Average,Yes,"Garage, Street",$$,11-30,4.0,241,,No,,Yes,No,0.0
"1700 Thames St Baltimore, MD 21231",Full Bar,Casual,Fells Point,"Fri, Sat, Sun",No,No,Yes,Yes,No,Yes,,Sláinte Irish Pub and Restaurant,Average,Yes,Street,$$,11-30,3.5,237,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"3360 Chestnut Ave Baltimore, MD 21211",Full Bar,Hipster,Hampden,"Mon, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Rocket to Venus,Average,Yes,Street,$$,11-30,3.5,243,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"300 S High St Baltimore, MD 21202",Full Bar,Casual,Little Italy,"Thu, Fri, Sat",Yes,No,Yes,Yes,,Yes,Live,Germano’s Piattini,Average,Yes,Valet,$$,11-30,4.0,243,No,Yes,,Yes,Free,0.0
"520 Washington Blvd Baltimore, MD 21230",Full Bar,Casual,Inner Harbor,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Pickles Pub,Loud,Yes,"Garage, Street",$,Under 10,3.5,233,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"1028 S Conkling St Baltimore, MD 21224",Full Bar,Hipster,Canton,"Mon, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Of Love & Regret,Average,No,Street,$$,11-30,4.0,231,No,Yes,,Yes,No,0.0
"906 S Wolfe St Baltimore, MD 21231",Full Bar,Trendy,Canton,,Yes,,Yes,,,Yes,,Red Star Bar & Grill,Average,No,Street,$$,11-30,3.5,216,,Yes,,Yes,No,0.0
"1010 Fleet St Baltimore, MD 21202",Full Bar,Trendy,Inner Harbor,,Yes,No,Yes,Yes,No,Yes,,Ten Ten An American Bistro,Average,Yes,"Valet, Street",$$,11-30,3.5,225,,Yes,,Yes,No,0.0
"1000 Lancaster St Ste B Baltimore, MD 21202",Full Bar,Casual,Inner Harbor,"Mon, Sat",Yes,No,Yes,Yes,No,Yes,,Gordon Biersch Brewery Restaurant,Average,Yes,Street,$$,11-30,3.5,223,,Yes,,Yes,Paid,0.0
"1247 N Water St Milwaukee, WI 53202",Full Bar,Casual,Lower East Side,,Yes,,Yes,,,Yes,,AJ Bombers,Average,Yes,Street,$$,11-30,4.0,583,,No,,Yes,Free,0.0
"1900 W St Paul Ave Milwaukee, WI 53233",Full Bar,Casual,Menomonee River Valley,"Wed, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Sobelman’s Pub & Grill,Loud,Yes,"Street, Private Lot",$$,11-30,4.0,568,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"779 N Front St Milwaukee, WI 53202",Full Bar,Touristy,"East Town, Downtown","Thu, Fri, Sat",No,No,Yes,Yes,No,No,,SafeHouse Milwaukee,Average,No,Street,$$,11-30,3.5,565,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"1712 W Pierce St Milwaukee, WI 53204",Full Bar,Casual,Mitchell Park,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Oscar’s Pub & Grill,Average,Yes,"Street, Private Lot",$,Under 10,4.5,502,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"1013 Old World 3rd St Milwaukee, WI 53203",Full Bar,Casual,"Bronzeville, Westown, Downtown","Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,Juke Box,Milwaukee Brat House,Average,Yes,Street,$$,11-30,4.0,394,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"233 N Water St Milwaukee, WI 53202",Full Bar,Casual,Historic Third Ward,"Wed, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Milwaukee Ale House,Average,Yes,Street,$$,11-30,3.5,350,No,Yes,,Yes,Free,0.0
"219 E Michigan St Milwaukee, WI 53202",Full Bar,Casual,"East Town, Downtown","Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Swingin’ Door Exchange,Average,Yes,Street,$$,11-30,4.5,359,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"1030 N Water St Milwaukee, WI 53202",Full Bar,Trendy,East Town,,Yes,,Yes,,,Yes,,The Rumpus Room - A Bartolotta Gastropub,Average,Yes,Street,$$,11-30,4.0,317,,Yes,,Yes,No,0.0
"345 N Broadway Milwaukee, WI 53202",Full Bar,Casual,Historic Third Ward,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,The Wicked Hop,Loud,Yes,Street,$$,11-30,3.5,310,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"2491 S Superior St Milwaukee, WI 53207",Full Bar,Hipster,Bay View,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,The Palomino,Average,Yes,Street,$$,11-30,3.5,306,No,No,,Yes,No,0.0
"1579 S 9th St Milwaukee, WI 53204",Full Bar,Intimate,Historic Mitchell Street,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,No,Background,Bryant’s Cocktail Lounge,Average,No,Street,$$,Moderate,4.5,279,No,No,,,,0.0
"550 N Harbor Dr Milwaukee, WI 53202",Full Bar,"Classy, Upscale","East Town, Downtown",Sat,Yes,No,Yes,Yes,,Yes,Background,Harbor House,Average,Yes,"Valet, Street",$$$,31-60,4.0,326,No,Yes,,Yes,Free,0.0
"5100 W Bluemound Rd Milwaukee, WI 53208",Full Bar,Trendy,Story Hill,"Thu, Fri, Sat",Yes,No,Yes,Yes,,Yes,,Story Hill BKC,Average,No,Street,$$,11-30,4.5,302,No,Yes,,Yes,Free,0.0
"1716 N Arlington Pl Milwaukee, WI 53202",Full Bar,Trendy,"Lower East Side, East Village","Fri, Sat, Sun",Yes,No,Yes,Yes,,Yes,Background,Balzac,Average,Yes,Street,$$,11-30,4.0,274,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"704 S 2nd St Milwaukee, WI 53204",Full Bar,Intimate,Walker's Point,,Yes,,No,,,No,,The Noble,Average,Yes,Street,$$,11-30,4.0,278,,No,,Yes,Free,0.0
"217 N Broadway Milwaukee, WI 53202",Full Bar,Trendy,Historic Third Ward,,Yes,,Yes,,,Yes,,Swig,Average,Yes,"Valet, Street",$$,11-30,4.0,252,,Yes,,Yes,Free,0.0
"728 E Brady St Milwaukee, WI 53202",Full Bar,Casual,Lower East Side,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Casablanca,Average,Yes,"Valet, Street, Private Lot",$$,11-30,4.0,242,Yes,Yes,,Yes,Free,0.0
"217 W National Ave Milwaukee, WI 53204",Full Bar,Casual,Walker's Point,,Yes,,Yes,,,No,,Engine Company No. 3,Average,Yes,Street,$$,11-30,4.0,264,,Yes,,Yes,Free,0.0
"1234 N Astor St Milwaukee, WI 53202",Full Bar,Casual,Lower East Side,"Thu, Fri, Sat",Yes,No,Yes,No,No,Yes,Live,County Clare Irish Pub,Average,Yes,"Street, Private Lot",$$,11-30,4.5,218,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"2659 S Kinnickinnic Ave Milwaukee, WI 53207",Full Bar,Hipster,Bay View,,Yes,,Yes,,,Yes,,The Vanguard,Average,Yes,Street,$$,11-30,4.5,243,,No,,No,Free,0.0
"222 E Erie St Ste 100 Milwaukee, WI 53202",Full Bar,,Historic Third Ward,,Yes,,Yes,,,No,,Hinterland Erie Street Gastropub,Average,No,Street,$$$,31-60,4.0,214,,Yes,,Yes,No,0.0
"801 N Cass St Milwaukee, WI 53202",Full Bar,"Intimate, Classy","East Town, Downtown","Fri, Sat, Sun",Yes,No,Yes,Yes,No,No,,Buckley’s Restaurant & Bar,Average,Yes,Street,$$,11-30,4.0,218,No,Yes,,Yes,No,0.0
"1009 N Old World 3rd St Milwaukee, WI 53203",Full Bar,Casual,"Bronzeville, Westown, Downtown","Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Live,Old German Beer Hall,Loud,Yes,Street,$$,11-30,4.0,195,No,No,,Yes,No,0.0
"310 W Wisconsin Ave Milwaukee, WI 53203",Full Bar,Upscale,"Westown, Downtown","Wed, Thu, Sat",No,No,Yes,Yes,,No,,The Capital Grille,Average,No,Valet,$$$,31-60,4.5,208,No,Yes,,Yes,Free,0.0
"839 S 2nd St Milwaukee, WI 53204",Full Bar,,Walker's Point,,Yes,,No,,,No,,Crazy Water,Average,Yes,Street,$$$,31-60,4.0,198,,Yes,,Yes,No,0.0
"1501 N Jackson St Milwaukee, WI 53202",Full Bar,Casual,Lower East Side,"Wed, Thu, Sat",Yes,No,Yes,No,No,Yes,,Points East Pub,Average,No,Street,$$,11-30,4.0,195,Outdoor Area / Patio Only,No,,No,No,0.0
"142 W Wisconsin Ave Milwaukee, WI 53203",Full Bar,Casual,"Westown, Downtown","Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Mo’s Irish Pub,Loud,No,Street,$$,11-30,3.0,181,No,No,,Yes,No,0.0
"441 E Lincoln Ave Milwaukee, WI 53244",Full Bar,Hipster,Bay View,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,,Sugar Maple,Average,Yes,Street,$$,Moderate,3.5,160,No,No,,,,0.0
"1048 N Old World 3rd St Milwaukee, WI 53203",Full Bar,Casual,Westown,,Yes,,Yes,,,Yes,,Über Tap Room and Cheese Bar,Average,Yes,Street,$$,11-30,4.5,169,,No,,No,Free,0.0
"2778 N Weil St Milwaukee, WI 53212",Full Bar,Casual,Riverwest,"Tue, Thu, Fri",Yes,No,Yes,Yes,No,Yes,Background,Nessun Dorma,Average,Yes,Street,$$,11-30,4.5,165,Outdoor Area / Patio Only,No,,Yes,No,0.0
"509 W Wisconsin Ave Milwaukee, WI 53203",Full Bar,Casual,"Westown, Downtown","Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Miller Time Pub,Average,No,"Garage, Street",$$,11-30,3.5,188,No,No,,Yes,Free,0.0
"1709 N Arlington Pl Milwaukee, WI 53202",Full Bar,Casual,"Lower East Side, East Village","Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Hi Hat Garage,Average,Yes,Street,$$,11-30,3.5,167,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"2718 N Bremen St Milwaukee, WI 53212",Full Bar,Casual,Riverwest,"Mon, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Foundation,Average,Yes,Street,$$,Moderate,4.5,149,Outdoor Area / Patio Only,No,,,No,0.0
"2501 S Delaware Ave Milwaukee, WI 53207",Full Bar,Intimate,Bay View,"Thu, Fri, Sat",No,No,Yes,No,No,No,Background,At Random,Quiet,No,Street,$$,Moderate,4.0,151,No,No,,,No,0.0
"842 N Old World 3rd St Milwaukee, WI 53203",Full Bar,Casual,"Westown, Downtown",,Yes,,Yes,,,Yes,,Calderone Club,Average,No,Street,$$,11-30,4.0,178,,Yes,,Yes,No,0.0
"1300 E Brady St Milwaukee, WI 53202",Full Bar,Casual,"Lower East Side, East Village",,Yes,No,Yes,Yes,No,Yes,Background,La Masa Empanada Bar,Average,Yes,Street,$$,11-30,4.5,175,Outdoor Area / Patio Only,Yes,,Yes,No,0.0
"2457 S Wentworth Ave Milwaukee, WI 53207",Full Bar,Hipster,Bay View,Fri,Yes,No,Yes,No,No,No,,Goodkind,Average,Yes,Street,$$,11-30,4.0,156,No,Yes,,Yes,No,0.0
"1030 E Juneau Ave Milwaukee, WI 53202",Full Bar,Classy,East Town,Sat,Yes,No,Yes,Yes,,Yes,,The Knick,Average,Yes,Street,$$,11-30,3.5,142,,Yes,,Yes,No,0.0
"2235 N Farwell Ave Milwaukee, WI 53202",Full Bar,Casual,"East Side, Lower East Side, Murray Hill","Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Von Trier,Average,Yes,Street,$$,11-30,4.5,122,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"722 N Milwaukee St Milwaukee, WI 53202",Full Bar,Upscale,"East Town, Downtown","Thu, Fri, Sat",No,No,Yes,Yes,No,Yes,,Distil,Average,No,"Valet, Street",$$,11-30,4.0,131,No,Yes,,Yes,No,0.0
"6230 4th St NW Albuquerque, NM 87107",Full Bar,Casual,Business Parkway/Academy Acres,,Yes,,Yes,,,Yes,,Sadie’s Of New Mexico,Average,Yes,Private Lot,$$,11-30,3.5,638,,Yes,,Yes,Free,0.0
"4730 Pan American E Fwy NE Ste D Albuquerque, NM 87109",Beer & Wine Only,Casual,Business Parkway/Academy Acres,,Yes,,Yes,,,Yes,,Nexus Brewery,Average,Yes,Private Lot,$$,11-30,4.0,537,,No,,Yes,Free,0.0
"6904 Menaul Blvd NE Ste C Albuquerque, NM 87110",No,Casual,Uptown,,Yes,,Yes,,,No,,Fork & Fig,Average,Yes,Private Lot,$$,11-30,4.5,453,,No,,Yes,No,0.0
"3118 Central Ave SE Albuquerque, NM 87106",Beer & Wine Only,Casual,Nob Hill,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Bistronomy B2B,Average,No,Street,$$,11-30,4.0,407,No,No,,Yes,Free,0.0
"1828 Central Ave SW Albuquerque, NM 87104",Beer & Wine Only,"Casual, Trendy",Old Town,,Yes,,Yes,,,No,,Vinaigrette,Average,Yes,Private Lot,$$,11-30,4.0,357,,Yes,,Yes,No,0.0
"2111 Church St NW Albuquerque, NM 87104",Beer & Wine Only,Touristy,Old Town,"Wed, Thu, Sat",Yes,No,Yes,Yes,No,No,,Church Street Café,Average,Yes,Street,$$,11-30,3.5,377,No,Yes,,Yes,No,0.0
"1919 Old Town Rd NW Ste 6 Albuquerque, NM 87104",Beer & Wine Only,Casual,Old Town,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Backstreet Grill,Average,Yes,Private Lot,$$,11-30,4.0,405,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"3211 Central Ave NE Albuquerque, NM 87106",Full Bar,Casual,Nob Hill,"Wed, Thu, Fri",Yes,No,Yes,No,No,Yes,,Two Fools Tavern,Loud,No,Street,$$,11-30,4.0,330,No,No,,Yes,No,0.0
"110 Central Ave SW Albuquerque, NM 87102",Full Bar,Casual,Downtown,,Yes,,Yes,,,No,,Tucanos Brazilian Grill,Loud,Yes,"Garage, Street, Validated",$$,11-30,4.0,330,,Yes,,Yes,No,0.0
"111 Marble Ave NW Albuquerque, NM 87102",,,Downtown,,Yes,,,,,,,Marble Brewery,,,"Street, Private Lot",$,Inexpensive,4.0,324,,,,,,0.0
"3222 Central Ave SE Albuquerque, NM 87106",Beer & Wine Only,Casual,Nob Hill,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Kellys Brew Pub,Average,Yes,Street,$$,11-30,3.0,324,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"5011 Pan American Frwy NE Albuquerque, NM 87109",Full Bar,Casual,Business Parkway/Academy Acres,"Wed, Thu, Fri",Yes,No,Yes,Yes,No,Yes,,Pappadeaux Seafood Kitchen,Average,Yes,Private Lot,$$,11-30,4.0,312,No,Yes,,Yes,Free,0.0
"510 Central Ave SE Albuquerque, NM 87102",Beer & Wine Only,Trendy,Downtown,"Thu, Fri, Sun",Yes,No,Yes,Yes,,Yes,Background,Farina Pizzeria,Average,Yes,Private Lot,$$,11-30,4.0,309,No,No,,Yes,No,0.0
"3009 Central Ave NE Albuquerque, NM 87106",Full Bar,Trendy,Nob Hill,Wed,Yes,No,Yes,Yes,No,Yes,Live,Zinc Wine Bar & Bistro,Average,No,Street,$$,11-30,4.0,255,No,Yes,,Yes,Free,0.0
"5801 Gibson Blvd SE Albuquerque, NM 87108",Full Bar,Casual,International District,"Fri, Sat, Sun",No,No,Yes,Yes,No,No,,Cervantes Restaurant & Lounge,Average,No,Private Lot,$$,11-30,4.0,266,No,Yes,,Yes,No,0.0
"3313 Girard Blvd NE Albuquerque, NM 87107",Beer & Wine Only,,Business Parkway/Academy Acres,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,La Cumbre Brewing Company,Average,Yes,Street,$,Inexpensive,4.5,219,Outdoor Area / Patio Only,No,,,,0.0
"800 Eubank Blvd NE Albuquerque, NM 87123",Beer & Wine Only,Casual,Eastside,,Yes,,Yes,,,No,,The Owl Cafe,Average,Yes,Private Lot,$,Under 10,4.0,235,,No,,Yes,No,0.0
"901 Rio Grande Blvd Ste B-100 Albuquerque, NM 87104",Beer & Wine Only,Romantic,Old Town,"Thu, Fri, Sat",Yes,No,Yes,Yes,,Yes,Live,St. Clair Winery & Bistro,Average,Yes,Private Lot,$$,11-30,3.5,250,No,Yes,,Yes,No,0.0
"4939 Pan American W Fwy Albuquerque, NM 87109",Full Bar,,Business Parkway/Academy Acres,,No,,Yes,,,Yes,,Chama River Brewing Company,Average,Yes,Private Lot,$$,11-30,3.5,219,,Yes,,Yes,Free,0.0
"424 Central Ave SE Albuquerque, NM 87102",Full Bar,Romantic,Downtown,,Yes,,Yes,,,No,,Artichoke Cafe,Average,No,Private Lot,$$$,31-60,4.0,224,,Yes,,Yes,Free,0.0
"2100 Louisiana Blvd NE Bldg 213 Albuquerque, NM 87110",Full Bar,Casual,Uptown,,Yes,,Yes,,,Yes,,BJ’s Restaurant & Brewhouse,Average,Yes,Private Lot,$$,11-30,3.0,220,,Yes,,Yes,Free,0.0
"3423 Central Ave NE Albuquerque, NM 87106",Full Bar,Trendy,Nob Hill,"Mon, Wed, Sat",Yes,No,Yes,Yes,No,Yes,,Zacatecas,Average,Yes,Street,$$,11-30,3.5,230,No,Yes,,Yes,Free,0.0
"3300 San Mateo Blvd NE Albuquerque, NM 87110",No,Casual,Business Parkway/Academy Acres,,Yes,,Yes,,,No,,The Grill on San Mateo,Average,Yes,Private Lot,$,Under 10,4.5,220,,No,,No,No,0.0
"6001 Winter Haven Rd NW Ste M Albuquerque, NM 87120",Full Bar,Casual,North Valley/Los Ranchos,Sat,Yes,No,Yes,Yes,No,Yes,Background,M’Tucci’s Italian,Average,Yes,Private Lot,$$,11-30,4.0,233,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"102 Richmond Dr NE Albuquerque, NM 87106",No,Divey,Nob Hill,,Yes,,Yes,,,No,,The Last Call,Average,Yes,Street,$,Under 10,4.0,211,,No,,No,No,0.0
"515 Slate Ave NW Albuquerque, NM 87102",Beer & Wine Only,,Downtown,"Fri, Sat",Yes,No,Yes,Yes,,No,,Slate Street Cafe,Loud,Yes,"Street, Private Lot",$$,11-30,3.5,197,No,Yes,,Yes,Free,0.0
"3128 Central Ave SE Albuquerque, NM 87106",Full Bar,Casual,Nob Hill,,Yes,,Yes,,,Yes,,Nob Hill Bar & Grill,Average,Yes,Street,$$,11-30,3.0,195,,Yes,,Yes,Free,0.0
"2240 Louisiana Blvd Ste 5-A Albuquerque, NM 87110",Full Bar,Casual,Uptown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Elephant Bar Restaurant,Average,Yes,,$$,11-30,3.0,192,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"6855 4th St NW Los Ranchos, NM 87107",Full Bar,Upscale,North Valley/Los Ranchos,"Wed, Fri, Sat",Yes,No,Yes,Yes,No,No,Live,Vernon’s Speakeasy,Average,Yes,Private Lot,$$$$,Above 61,4.0,191,Outdoor Area / Patio Only,Yes,,Yes,No,0.0
"425 San Felipe St NW Albuquerque, NM 87104",Full Bar,,Old Town,,Yes,Yes,Yes,Yes,,No,Background,High Noon Restaurant & Saloon,Average,No,Private Lot,$$,11-30,3.5,201,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"2031 Mountain Rd NW Albuquerque, NM 87104",Full Bar,,Old Town,,Yes,,Yes,,,No,,Seasons Rotisserie & Grill,Average,Yes,"Garage, Street",$$,11-30,4.0,176,,Yes,,Yes,Free,0.0
"3225 Central Ave NE Albuquerque, NM 87106",Beer & Wine Only,Trendy,Nob Hill,"Mon, Tue, Wed",Yes,No,Yes,Yes,No,Yes,,Matanza Beer Kitchen,Loud,No,Street,$$,11-30,3.5,177,No,Yes,,Yes,No,0.0
"4800 Montgomery Blvd Albuquerque, NM 87109",Full Bar,Casual,Business Parkway/Academy Acres,"Wed, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Rock & Brews - Albuquerque,Average,Yes,Private Lot,$$,11-30,3.5,172,No,No,,Yes,Free,0.0
"118 Tulane SE Albuquerque, NM 87106",,,Nob Hill,,Yes,,,,,,,Tractor Brewing Company,,,Street,$,Inexpensive,3.5,144,,,,,,0.0
"3916 Central Ave SW Albuquerque, NM 87105",Full Bar,"Divey, Casual",Barelas/South Valley,,Yes,,Yes,,,Yes,,Monte Carlo Steak House,Average,No,Private Lot,$$,11-30,3.5,154,,No,,Yes,No,0.0
"4201 Central Ave NE Albuquerque, NM 87108",Beer & Wine Only,Casual,Nob Hill,,Yes,No,Yes,No,No,Yes,,Thai Cuisine II,Average,No,"Street, Private Lot",$$,11-30,4.0,144,No,Yes,,Yes,No,0.0
"10721 Montgomery Blvd NE Albuquerque, NM 87111",Full Bar,Classy,Eastside,Fri,Yes,No,Yes,Yes,,Yes,Background,Farina Alto Pizzeria & Wine Bar,Average,Yes,Private Lot,$$,11-30,4.0,153,No,Yes,,Yes,No,0.0
"15 Hotel Cir NE Albuquerque, NM 87123",Full Bar,Casual,Eastside,Sat,No,No,Yes,Yes,No,Yes,,Sadie’s,Average,No,Private Lot,$$,11-30,3.5,148,,Yes,,Yes,No,0.0
"2381 Aztec Rd Albuquerque, NM 87107",Beer & Wine Only,Casual,Business Parkway/Academy Acres,,Yes,,Yes,,,Yes,,Canteen Brewhouse,Average,Yes,"Street, Private Lot",$,Under 10,4.0,130,,No,,Yes,Free,0.0
"107 Cornell Dr SE Albuquerque, NM 87106",Beer & Wine Only,Casual,Midtown/University,"Wed, Thu, Sun",Yes,No,Yes,Yes,No,Yes,,Saggios,Loud,No,"Street, Private Lot",$,Under 10,3.5,139,,No,,No,Free,0.0
"3073 N Campbell Ave Tucson, AZ 85719",Full Bar,Casual,Hedrick Acres,,Yes,,Yes,,,No,,Prep & Pastry,Average,Yes,"Street, Private Lot",$$,11-30,4.5,1022,,No,,Yes,Free,0.0
"266 E Congress St Tucson, AZ 85701",Full Bar,Trendy,Hedrick Acres,"Tue, Wed, Fri",Yes,No,Yes,Yes,No,Yes,,Hub,Average,Yes,Street,$$,11-30,4.0,882,No,Yes,,Yes,Free,0.0
"4340 N Campbell Ave Ste 103 Tucson, AZ 85718",Full Bar,Trendy,Catalina Foothills,"Wed, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Union Public House,Average,Yes,Private Lot,$$,11-30,4.0,549,Outdoor Area / Patio Only,No,,Yes,Free,0.0
<br/,Full Bar,Hipster,Pie Allen,,Yes,No,Yes,Yes,,No,Live,Cup Cafe,Average,Yes,"Garage, Street, Private Lot",$$,11-30,4.0,485,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"5201 S 12th Ave Tucson, AZ 85706",No,Casual,Pie Allen,,Yes,,Yes,,,No,,El Guero Canelo,Average,Yes,Private Lot,$,Under 10,4.0,463,,No,,No,No,0.0
"101 E Pennington St Tucson, AZ 85701",Full Bar,Trendy,Pie Allen,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Reilly Craft Pizza & Drink,Average,Yes,"Garage, Street",$$,11-30,4.0,458,No,Yes,,Yes,No,0.0
"135 S 6th Ave Tucson, AZ 85701",Full Bar,Trendy,Pie Allen,"Thu, Sat, Sun",Yes,No,Yes,Yes,No,No,,Downtown Kitchen + Cocktails,Average,Yes,"Street, Private Lot",$$,11-30,4.0,427,No,Yes,,Yes,No,0.0
"326 N 4th Ave Tucson, AZ 85705",Full Bar,Casual,Pie Allen,,Yes,,Yes,,,Yes,,Bison Witches,Loud,Yes,Street,$,Under 10,4.0,398,,No,,Yes,No,0.0
"6453 N Oracle Rd Tucson, AZ 85704",Full Bar,Casual,Casas Adobes,,Yes,,Yes,,,Yes,,The Parish,Average,Yes,Private Lot,$$,11-30,4.0,406,,Yes,,Yes,Free,0.0
"431 N 4th Ave Tucson, AZ 85705",Full Bar,Casual,Pie Allen,,Yes,,No,,,Yes,,Lindy’s On 4th,Average,Yes,Street,$$,11-30,4.0,390,,No,,Yes,No,0.0
"800 E 16th St Tucson, AZ 85719",Full Bar,Casual,Pie Allen,"Wed, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Barrio Brewing,Average,Yes,"Street, Private Lot",$$,11-30,4.0,382,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"5737 E Speedway Blvd Tucson, AZ 85712",Beer & Wine Only,Casual,Harlan Heights,,Yes,,Yes,,,Yes,,Serial Grillers,Average,No,Private Lot,$,Under 10,4.5,408,,No,,No,No,0.0
"47 N Scott Ave Tucson, AZ 85701",Full Bar,Trendy,Harlan Heights,,Yes,,Yes,,,No,,47 Scott,Average,Yes,Street,$$,11-30,4.0,334,,Yes,,Yes,Free,0.0
"350 E Congress St Tucson, AZ 85701",Full Bar,Trendy,Pie Allen,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,Background,OBON Sushi Bar Ramen,Average,Yes,Garage,$$,11-30,4.0,329,No,Yes,,Yes,Free,0.0
"50 E Broadway Blvd Tucson, AZ 85701",Full Bar,Trendy,Pie Allen,"Fri, Sat",Yes,No,Yes,Yes,No,No,,Penca,Average,No,"Garage, Street",$$,11-30,3.5,331,No,Yes,,Yes,Free,0.0
"2526 E Grant Rd Tucson, AZ 85716",Full Bar,Casual,Country Glenn,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Live,Dante’s Fire,Average,No,Private Lot,$$,11-30,4.0,332,No,Yes,,Yes,Free,0.0
"1702 E Speedway Blvd Tucson, AZ 85719",Beer & Wine Only,Casual,Country Glenn,,Yes,,Yes,,,Yes,,1702,Average,No,Private Lot,$$,11-30,4.0,282,,No,,Yes,Free,0.0
"201 N Court Ave Tucson, AZ 85701",Full Bar,Casual,Country Glenn,"Thu, Fri, Sat",Yes,Yes,Yes,Yes,No,Yes,Live,La Cocina,Average,Yes,Street,$$,11-30,4.0,277,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"3719 E Speedway Blvd Tucson, AZ 85716",Full Bar,,Palo Verde,,Yes,,Yes,,,No,,Feast,Average,No,Private Lot,$$,11-30,4.0,286,,Yes,,Yes,No,0.0
